pais,semana,titulo,titulo_original,ano_lancamento,duracao_filme,generos,faixa_tempo
Brazil,2023-10-08,Forgotten Love,Znachor,2023,140,"Drama,Romance",Filmes Longos
Brazil,2023-10-08,Reptile,Reptile,2023,134,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-10-01,Nowhere,Nowhere,2023,,Drama,
Brazil,2023-10-01,Nowhere,Nowhere,2023,109,"Drama,Thriller",Filmes Longos
Brazil,2023-10-01,Nowhere,Invelle,2023,82,Animation,Filmes Médios
Brazil,2023-10-01,The Black Book,The Black Book,2023,124,Thriller,Filmes Longos
Brazil,2023-10-01,Forgotten Love,Znachor,2023,140,"Drama,Romance",Filmes Longos
Brazil,2023-10-01,Reptile,Reptile,2023,134,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-10-01,Spy Kids: Armageddon,Spy Kids: Armageddon,2023,97,"Action,Comedy,Family",Filmes Médios
Brazil,2023-10-01,Accused,Accused,2023,88,Thriller,Filmes Médios
Brazil,2023-09-24,Love at First Sight,Love at First Sight,2023,,"Drama,Romance",
Brazil,2023-09-24,The Black Book,The Black Book,2023,124,Thriller,Filmes Longos
Brazil,2023-09-24,Spy Kids: Armageddon,Spy Kids: Armageddon,2023,97,"Action,Comedy,Family",Filmes Médios
Brazil,2023-09-24,Mother's Day,Dzien Matki,2023,94,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-09-17,Love at First Sight,Love at First Sight,2023,,"Drama,Romance",
Brazil,2023-09-17,Once Upon a Crime,"Akazukin, tabi no tochu de shitai to deau",2023,107,"Adventure,Comedy,Crime",Filmes Longos
Brazil,2023-09-10,A Day and a Half,En dag och en halv,2023,94,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-09-10,Choose Love,Choose Love,2023,77,"Comedy,Romance",Filmes Médios
Brazil,2023-09-10,Choose Love,Choose Love,2023,75,Romance,Filmes Médios
Brazil,2023-09-10,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,2023,103,Comedy,Filmes Longos
Brazil,2023-09-10,The Great Seduction,La Gran Seducción,2023,94,Comedy,Filmes Médios
Brazil,2023-09-10,Happy Ending,Happy Ending,2023,92,"Comedy,Romance",Filmes Médios
Brazil,2023-09-03,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,2023,103,Comedy,Filmes Longos
Brazil,2023-09-03,Choose Love,Choose Love,2023,77,"Comedy,Romance",Filmes Médios
Brazil,2023-09-03,Choose Love,Choose Love,2023,75,Romance,Filmes Médios
Brazil,2023-09-03,A Day and a Half,En dag och en halv,2023,94,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-09-03,Killer Book Club,El club de los lectores criminales,2023,89,"Horror,Thriller",Filmes Médios
Brazil,2023-09-03,The Great Seduction,La Gran Seducción,2023,94,Comedy,Filmes Médios
Brazil,2023-09-03,The Monkey King,The Monkey King,2023,97,"Action,Adventure,Animation",Filmes Médios
Brazil,2023-09-03,Heart of Stone,Heart of Stone,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-09-03,Squared Love Everlasting,Milosc do kwadratu bez granic,2023,102,"Comedy,Romance",Filmes Longos
Brazil,2023-09-03,A Life Too Short: The Isabella Nardoni Case,Isabella: O Caso Nardoni,2023,104,"Crime,Documentary",Filmes Longos
Brazil,2023-08-27,A Life Too Short: The Isabella Nardoni Case,Isabella: O Caso Nardoni,2023,104,"Crime,Documentary",Filmes Longos
Brazil,2023-08-27,The Monkey King,The Monkey King,2023,97,"Action,Adventure,Animation",Filmes Médios
Brazil,2023-08-27,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,2023,103,Comedy,Filmes Longos
Brazil,2023-08-27,Squared Love Everlasting,Milosc do kwadratu bez granic,2023,102,"Comedy,Romance",Filmes Longos
Brazil,2023-08-27,Heart of Stone,Heart of Stone,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-08-27,10 Days of a Bad Man,Kötü Adamin 10 Günü,2023,123,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-08-20,Heart of Stone,Heart of Stone,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-08-20,A Life Too Short: The Isabella Nardoni Case,Isabella: O Caso Nardoni,2023,104,"Crime,Documentary",Filmes Longos
Brazil,2023-08-20,The Monkey King,The Monkey King,2023,97,"Action,Adventure,Animation",Filmes Médios
Brazil,2023-08-20,10 Days of a Bad Man,Kötü Adamin 10 Günü,2023,123,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-08-20,Paradise,Paradise,2023,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2023-08-20,Paradise,Paradise,2023,93,Drama,Filmes Médios
Brazil,2023-08-20,Half Brothers,Half Brothers,2023,,Drama,
Brazil,2023-08-13,Heart of Stone,Heart of Stone,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-08-13,Paradise,Paradise,2023,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2023-08-13,Paradise,Paradise,2023,93,Drama,Filmes Médios
Brazil,2023-08-13,Soulcatcher,Soulcatcher,2023,98,"Action,Adventure,Thriller",Filmes Médios
Brazil,2023-08-13,Hidden Strike,Hidden Strike,2023,102,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-08-06,Soulcatcher,Soulcatcher,2023,98,"Action,Adventure,Thriller",Filmes Médios
Brazil,2023-08-06,Hidden Strike,Hidden Strike,2023,102,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-08-06,Paradise,Paradise,2023,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2023-08-06,Paradise,Paradise,2023,93,Drama,Filmes Médios
Brazil,2023-08-06,Happiness for Beginners,Happiness for Beginners,2023,103,"Comedy,Drama,Romance",Filmes Longos
Brazil,2023-07-30,Hidden Strike,Hidden Strike,2023,102,"Action,Adventure,Comedy",Filmes Longos
Brazil,2023-07-30,Paradise,Paradise,2023,117,"Action,Sci-Fi,Thriller",Filmes Longos
Brazil,2023-07-30,Paradise,Paradise,2023,93,Drama,Filmes Médios
Brazil,2023-07-30,Happiness for Beginners,Happiness for Beginners,2023,103,"Comedy,Drama,Romance",Filmes Longos
Brazil,2023-07-30,The Out-Laws,The Out-Laws,2023,95,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-07-23,The Out-Laws,The Out-Laws,2023,95,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-07-23,Love Tactics 2,Ask Taktikleri 2,2023,98,"Comedy,Romance",Filmes Médios
Brazil,2023-07-23,Scream,Scream,2023,108,"Family,History",Filmes Longos
Brazil,2023-07-23,Gold Brick,Cash,2023,95,"Comedy,Drama",Filmes Médios
Brazil,2023-07-16,The Out-Laws,The Out-Laws,2023,95,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-07-16,Scream,Scream,2023,108,"Family,History",Filmes Longos
Brazil,2023-07-16,Gold Brick,Cash,2023,95,"Comedy,Drama",Filmes Médios
Brazil,2023-07-16,Love Tactics 2,Ask Taktikleri 2,2023,98,"Comedy,Romance",Filmes Médios
Brazil,2023-07-09,The Out-Laws,The Out-Laws,2023,95,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-07-02,Make Me Believe,Sen Inandir,2023,104,"Comedy,Romance",Filmes Longos
Brazil,2023-07-02,The Perfect Find,The Perfect Find,2023,99,"Comedy,Drama,Romance",Filmes Médios
Brazil,2023-07-02,iNumber Number: Jozi Gold,iNumber Number: Jozi Gold,2023,113,"Action,Adventure,Crime",Filmes Longos
Brazil,2023-06-25,Make Me Believe,Sen Inandir,2023,104,"Comedy,Romance",Filmes Longos
Brazil,2023-06-25,iNumber Number: Jozi Gold,iNumber Number: Jozi Gold,2023,113,"Action,Adventure,Crime",Filmes Longos
Brazil,2023-06-25,The Perfect Find,The Perfect Find,2023,99,"Comedy,Drama,Romance",Filmes Médios
Brazil,2023-06-25,You Do You,Merve Kült,2023,99,"Comedy,Romance",Filmes Médios
Brazil,2023-06-18,You Do You,Merve Kült,2023,99,"Comedy,Romance",Filmes Médios
Brazil,2023-06-18,Abduction,Abduction,2023,,Horror,
Brazil,2023-06-18,A Beautiful Life,A Beautiful Life,2023,98,"Drama,Music,Romance",Filmes Médios
Brazil,2023-06-11,Abduction,Abduction,2023,,Horror,
Brazil,2023-06-11,A Beautiful Life,A Beautiful Life,2023,98,"Drama,Music,Romance",Filmes Médios
Brazil,2023-06-11,You Do You,Merve Kült,2023,99,"Comedy,Romance",Filmes Médios
Brazil,2023-06-11,Rich in Love 2,Ricos de Amor 2,2023,88,"Comedy,Music,Romance",Filmes Médios
Brazil,2023-06-11,Tin & Tina,Tin & Tina,2023,119,"Horror,Mystery,Thriller",Filmes Longos
Brazil,2023-06-04,Blood & Gold,Blood & Gold,2023,98,"Action,Drama,War",Filmes Médios
Brazil,2023-06-04,A Beautiful Life,A Beautiful Life,2023,98,"Drama,Music,Romance",Filmes Médios
Brazil,2023-06-04,Tin & Tina,Tin & Tina,2023,119,"Horror,Mystery,Thriller",Filmes Longos
Brazil,2023-06-04,Rich in Love 2,Ricos de Amor 2,2023,88,"Comedy,Music,Romance",Filmes Médios
Brazil,2023-06-04,The Mother,The Mother,2023,115,"Action,Thriller",Filmes Longos
Brazil,2023-06-04,Hard Feelings,Hammerharte Jungs,2023,102,Comedy,Filmes Longos
Brazil,2023-06-04,Mother's Day,Dzien Matki,2023,94,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-05-28,Mother's Day,Dzien Matki,2023,94,"Action,Drama,Thriller",Filmes Médios
Brazil,2023-05-28,The Mother,The Mother,2023,115,"Action,Thriller",Filmes Longos
Brazil,2023-05-28,Hard Feelings,Hammerharte Jungs,2023,102,Comedy,Filmes Longos
Brazil,2023-05-28,Blood & Gold,Blood & Gold,2023,98,"Action,Drama,War",Filmes Médios
Brazil,2023-05-28,Tin & Tina,Tin & Tina,2023,119,"Horror,Mystery,Thriller",Filmes Longos
Brazil,2023-05-21,The Mother,The Mother,2023,115,"Action,Thriller",Filmes Longos
Brazil,2023-05-21,¡Que viva México!,¡Que viva México!,2023,191,Comedy,Filmes Muito Longos
Brazil,2023-05-21,AKA,AKA,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-05-21,Royalteen: Princess Margrethe,Royalteen: Princess Margrethe,2023,98,"Drama,Romance",Filmes Médios
Brazil,2023-05-14,The Mother,The Mother,2023,115,"Action,Thriller",Filmes Longos
Brazil,2023-05-14,AKA,AKA,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-05-14,Royalteen: Princess Margrethe,Royalteen: Princess Margrethe,2023,98,"Drama,Romance",Filmes Médios
Brazil,2023-05-14,¡Que viva México!,¡Que viva México!,2023,191,Comedy,Filmes Muito Longos
Brazil,2023-05-07,AKA,AKA,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-04-30,AKA,AKA,2023,122,"Action,Crime,Thriller",Filmes Longos
Brazil,2023-04-30,Chokehold,Boga Boga,2023,112,"Drama,Thriller",Filmes Longos
Brazil,2023-04-30,A Tourist's Guide to Love,A Tourist's Guide to Love,2023,94,"Adventure,Comedy,Romance",Filmes Médios
Brazil,2023-04-30,One More Time,One More Time,2023,85,"Comedy,Drama,Romance",Filmes Médios
Brazil,2023-04-30,Hunger,Hunger,2023,146,"Drama,Thriller",Filmes Longos
Brazil,2023-04-23,The Last Kingdom: Seven Kings Must Die,The Last Kingdom: Seven Kings Must Die,2023,111,"Action,Drama,History",Filmes Longos
Brazil,2023-04-23,Queens on the Run,Fuga de reinas,2023,96,"Action,Comedy",Filmes Médios
Brazil,2023-04-23,Hunger,Hunger,2023,146,"Drama,Thriller",Filmes Longos
Brazil,2023-04-23,A Tourist's Guide to Love,A Tourist's Guide to Love,2023,94,"Adventure,Comedy,Romance",Filmes Médios
Brazil,2023-04-23,Chokehold,Boga Boga,2023,112,"Drama,Thriller",Filmes Longos
Brazil,2023-04-23,Phenomena,Fenómenas,2023,94,Horror,Filmes Médios
Brazil,2023-04-23,Murder Mystery 2,Murder Mystery 2,2023,90,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-04-16,Hunger,Hunger,2023,146,"Drama,Thriller",Filmes Longos
Brazil,2023-04-16,The Last Kingdom: Seven Kings Must Die,The Last Kingdom: Seven Kings Must Die,2023,111,"Action,Drama,History",Filmes Longos
Brazil,2023-04-16,Chupa,Chupa,2023,95,"Action,Adventure,Drama",Filmes Médios
Brazil,2023-04-16,Murder Mystery 2,Murder Mystery 2,2023,90,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-04-16,Queens on the Run,Fuga de reinas,2023,96,"Action,Comedy",Filmes Médios
Brazil,2023-04-16,Home,Home,2023,111,"Crime,Drama",Filmes Longos
Brazil,2023-04-16,Home,Home,2023,70,Documentary,Filmes Médios
Brazil,2023-04-09,Murder Mystery 2,Murder Mystery 2,2023,90,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-04-09,Chupa,Chupa,2023,95,"Action,Adventure,Drama",Filmes Médios
Brazil,2023-04-09,Kill Boksoon,Gil Bok-soon,2023,137,"Action,Thriller",Filmes Longos
Brazil,2023-04-09,Home,Home,2023,111,"Crime,Drama",Filmes Longos
Brazil,2023-04-09,Home,Home,2023,70,Documentary,Filmes Médios
Brazil,2023-04-02,Murder Mystery 2,Murder Mystery 2,2023,90,"Action,Comedy,Crime",Filmes Médios
Brazil,2023-04-02,Chor Nikal Ke Bhaga,Chor Nikal Ke Bhaga,2023,110,"Crime,Drama,Thriller",Filmes Longos
Brazil,2023-04-02,Kill Boksoon,Gil Bok-soon,2023,137,"Action,Thriller",Filmes Longos
Brazil,2023-04-02,Luther: The Fallen Sun,Luther: The Fallen Sun,2023,129,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-03-26,Luther: The Fallen Sun,Luther: The Fallen Sun,2023,129,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-03-26,The Magician's Elephant,The Magician's Elephant,2023,99,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-03-26,In His Shadow,Le roi des ombres,2023,89,"Crime,Drama,Thriller",Filmes Médios
Brazil,2023-03-26,Chor Nikal Ke Bhaga,Chor Nikal Ke Bhaga,2023,110,"Crime,Drama,Thriller",Filmes Longos
Brazil,2023-03-26,Noise,Noise,2023,89,"Drama,Mystery,Thriller",Filmes Médios
Brazil,2023-03-26,Noise,Zarata,2023,62,\N,Filmes Médios
Brazil,2023-03-26,Noise,Noise,2023,,Sci-Fi,
Brazil,2023-03-19,Luther: The Fallen Sun,Luther: The Fallen Sun,2023,129,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-03-19,Faraway,Faraway,2023,109,"Comedy,Drama,Romance",Filmes Longos
Brazil,2023-03-19,The Magician's Elephant,The Magician's Elephant,2023,99,"Adventure,Animation,Comedy",Filmes Médios
Brazil,2023-03-19,In His Shadow,Le roi des ombres,2023,89,"Crime,Drama,Thriller",Filmes Médios
Brazil,2023-03-19,Noise,Noise,2023,89,"Drama,Mystery,Thriller",Filmes Médios
Brazil,2023-03-19,Noise,Zarata,2023,62,\N,Filmes Médios
Brazil,2023-03-19,Noise,Noise,2023,,Sci-Fi,
Brazil,2023-03-12,Luther: The Fallen Sun,Luther: The Fallen Sun,2023,129,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-03-12,Faraway,Faraway,2023,109,"Comedy,Drama,Romance",Filmes Longos
Brazil,2023-03-12,We Have a Ghost,We Have a Ghost,2023,126,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2023-03-05,We Have a Ghost,We Have a Ghost,2023,126,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2023-03-05,The Strays,The Strays,2023,100,"Drama,Horror,Mystery",Filmes Longos
Brazil,2023-02-26,We Have a Ghost,We Have a Ghost,2023,126,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2023-02-26,The Strays,The Strays,2023,100,"Drama,Horror,Mystery",Filmes Longos
Brazil,2023-02-26,Your Place or Mine,Your Place or Mine,2023,109,"Comedy,Romance",Filmes Longos
Brazil,2023-02-26,Unlocked,Seumateuponeul tteoreotteuryeosseul ppuninde,2023,117,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-02-26,Unlocked,Unlocked,2023,60,"Adventure,Comedy,Family",Filmes Médios
Brazil,2023-02-26,Squared Love All Over Again,Milosc do kwadratu jeszcze raz,2023,99,"Comedy,Romance",Filmes Médios
Brazil,2023-02-19,Your Place or Mine,Your Place or Mine,2023,109,"Comedy,Romance",Filmes Longos
Brazil,2023-02-19,Squared Love All Over Again,Milosc do kwadratu jeszcze raz,2023,99,"Comedy,Romance",Filmes Médios
Brazil,2023-02-19,Unlocked,Seumateuponeul tteoreotteuryeosseul ppuninde,2023,117,"Crime,Drama,Mystery",Filmes Longos
Brazil,2023-02-19,Unlocked,Unlocked,2023,60,"Adventure,Comedy,Family",Filmes Médios
Brazil,2023-02-19,True Spirit,True Spirit,2023,109,"Adventure,Biography,Drama",Filmes Longos
Brazil,2023-02-12,Your Place or Mine,Your Place or Mine,2023,109,"Comedy,Romance",Filmes Longos
Brazil,2023-02-12,True Spirit,True Spirit,2023,109,"Adventure,Biography,Drama",Filmes Longos
Brazil,2023-02-12,Infiesto,Infiesto,2023,96,"Crime,Drama,Thriller",Filmes Médios
Brazil,2023-02-12,You People,You People,2023,117,"Comedy,Romance",Filmes Longos
Brazil,2023-02-05,You People,You People,2023,117,"Comedy,Romance",Filmes Longos
Brazil,2023-02-05,Infiesto,Infiesto,2023,96,"Crime,Drama,Thriller",Filmes Médios
Brazil,2023-02-05,Inheritance,Daayam,2023,81,Drama,Filmes Médios
Brazil,2023-02-05,True Spirit,True Spirit,2023,109,"Adventure,Biography,Drama",Filmes Longos
Brazil,2023-01-29,Inheritance,Daayam,2023,81,Drama,Filmes Médios
Brazil,2023-01-29,You People,You People,2023,117,"Comedy,Romance",Filmes Longos
Brazil,2023-01-22,Dog Gone,Dog Gone,2023,95,"Biography,Drama,Family",Filmes Médios
Brazil,2023-01-15,Dog Gone,Dog Gone,2023,95,"Biography,Drama,Family",Filmes Médios
Brazil,2022-12-25,The Big 4,The Big 4,2022,141,"Action,Comedy,Crime",Filmes Longos
Brazil,2022-12-25,Private Lesson,Özel Ders,2022,89,"Comedy,Romance",Filmes Médios
Brazil,2022-12-25,God's Crooked Lines,Los renglones torcidos de Dios,2022,154,"Drama,Mystery,Thriller",Filmes Muito Longos
Brazil,2022-12-25,Lady Chatterley's Lover,Lady Chatterley's Lover,2022,126,"Drama,Romance",Filmes Longos
Brazil,2022-12-18,God's Crooked Lines,Los renglones torcidos de Dios,2022,154,"Drama,Mystery,Thriller",Filmes Muito Longos
Brazil,2022-12-18,The Big 4,The Big 4,2022,141,"Action,Comedy,Crime",Filmes Longos
Brazil,2022-12-18,Lady Chatterley's Lover,Lady Chatterley's Lover,2022,126,"Drama,Romance",Filmes Longos
Brazil,2022-12-18,I Believe in Santa,I Believe in Santa,2022,89,"Comedy,Romance",Filmes Médios
Brazil,2022-12-18,Troll,Troll,2022,101,"Action,Adventure,Drama",Filmes Longos
Brazil,2022-12-18,Christmas Full of Grace,Um Natal Cheio de Graça,2022,105,"Comedy,Romance",Filmes Longos
Brazil,2022-12-18,Private Lesson,Özel Ders,2022,89,"Comedy,Romance",Filmes Médios
Brazil,2022-12-11,Troll,Troll,2022,101,"Action,Adventure,Drama",Filmes Longos
Brazil,2022-12-11,Lady Chatterley's Lover,Lady Chatterley's Lover,2022,126,"Drama,Romance",Filmes Longos
Brazil,2022-12-11,Christmas Full of Grace,Um Natal Cheio de Graça,2022,105,"Comedy,Romance",Filmes Longos
Brazil,2022-12-11,My Name Is Vendetta,Il mio nome è vendetta,2022,90,"Action,Crime,Drama",Filmes Médios
Brazil,2022-12-11,God's Crooked Lines,Los renglones torcidos de Dios,2022,154,"Drama,Mystery,Thriller",Filmes Muito Longos
Brazil,2022-12-11,A Man of Action,Un hombre de acción,2022,111,"Biography,Crime,Drama",Filmes Longos
Brazil,2022-12-11,Warriors of Future,Ming yat zin gei,2022,112,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2022-12-04,Troll,Troll,2022,101,"Action,Adventure,Drama",Filmes Longos
Brazil,2022-12-04,Christmas Full of Grace,Um Natal Cheio de Graça,2022,105,"Comedy,Romance",Filmes Longos
Brazil,2022-12-04,My Name Is Vendetta,Il mio nome è vendetta,2022,90,"Action,Crime,Drama",Filmes Médios
Brazil,2022-12-04,The Noel Diary,The Noel Diary,2022,99,"Comedy,Drama,Romance",Filmes Médios
Brazil,2022-12-04,Lady Chatterley's Lover,Lady Chatterley's Lover,2022,126,"Drama,Romance",Filmes Longos
Brazil,2022-12-04,The Swimmers,The Swimmers,2022,134,"Biography,Drama,Sport",Filmes Longos
Brazil,2022-12-04,Warriors of Future,Ming yat zin gei,2022,112,"Action,Adventure,Sci-Fi",Filmes Longos
Brazil,2022-12-04,Lesson Plan,Plan lekcji,2022,101,"Action,Crime,Drama",Filmes Longos
Brazil,2022-11-27,Slumberland,Slumberland,2022,117,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2022-11-27,The Noel Diary,The Noel Diary,2022,99,"Comedy,Drama,Romance",Filmes Médios
Brazil,2022-11-27,Lesson Plan,Plan lekcji,2022,101,"Action,Crime,Drama",Filmes Longos
Brazil,2022-11-27,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller",Filmes Longos
Brazil,2022-11-27,The Swimmers,The Swimmers,2022,134,"Biography,Drama,Sport",Filmes Longos
Brazil,2022-11-27,Christmas with You,Christmas with You,2022,89,"Comedy,Family,Romance",Filmes Médios
Brazil,2022-11-27,Racionais MC's: From the Streets of São Paulo,Racionais MC's: From the Streets of Sao Paulo,2022,116,"Documentary,Music",Filmes Longos
Brazil,2022-11-27,Emperor,Imperator,2022,94,Drama,Filmes Médios
Brazil,2022-11-20,Falling for Christmas,Falling for Christmas,2022,93,"Comedy,Romance",Filmes Médios
Brazil,2022-11-20,Slumberland,Slumberland,2022,117,"Adventure,Comedy,Drama",Filmes Longos
Brazil,2022-11-20,Racionais MC's: From the Streets of São Paulo,Racionais MC's: From the Streets of Sao Paulo,2022,116,"Documentary,Music",Filmes Longos
Brazil,2022-11-20,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller",Filmes Longos
Brazil,2022-11-20,Beyond the Universe,Depois do Universo,2022,126,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-11-20,Enola Holmes 2,Enola Holmes 2,2022,129,"Action,Adventure,Crime",Filmes Longos
Brazil,2022-11-20,Christmas with You,Christmas with You,2022,89,"Comedy,Family,Romance",Filmes Médios
Brazil,2022-11-20,Medieval,Medieval,2022,125,"Action,Drama,History",Filmes Longos
Brazil,2022-11-13,Falling for Christmas,Falling for Christmas,2022,93,"Comedy,Romance",Filmes Médios
Brazil,2022-11-13,Enola Holmes 2,Enola Holmes 2,2022,129,"Action,Adventure,Crime",Filmes Longos
Brazil,2022-11-13,Beyond the Universe,Depois do Universo,2022,126,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-11-13,Medieval,Medieval,2022,125,"Action,Drama,History",Filmes Longos
Brazil,2022-11-13,The Good Nurse,The Good Nurse,2022,121,"Biography,Crime,Drama",Filmes Longos
Brazil,2022-11-06,Beyond the Universe,Depois do Universo,2022,126,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-11-06,Enola Holmes 2,Enola Holmes 2,2022,129,"Action,Adventure,Crime",Filmes Longos
Brazil,2022-11-06,The Good Nurse,The Good Nurse,2022,121,"Biography,Crime,Drama",Filmes Longos
Brazil,2022-11-06,All Quiet on the Western Front,Im Westen nichts Neues,2022,148,"Action,Drama,War",Filmes Longos
Brazil,2022-11-06,Wild Is the Wind,Wild Is the Wind,2022,123,"Crime,Drama",Filmes Longos
Brazil,2022-11-06,The Takeover,Reprise en main,2022,106,"Comedy,Drama",Filmes Longos
Brazil,2022-11-06,The Takeover,The Takeover,2022,87,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-11-06,The Takeover,The Takeover,2022,79,"Action,Sci-Fi,Thriller",Filmes Médios
Brazil,2022-11-06,The School for Good and Evil,The School for Good and Evil,2022,147,"Action,Comedy,Drama",Filmes Longos
Brazil,2022-11-06,The Chalk Line,Jaula,2022,106,"Horror,Mystery,Thriller",Filmes Longos
Brazil,2022-10-30,The Good Nurse,The Good Nurse,2022,121,"Biography,Crime,Drama",Filmes Longos
Brazil,2022-10-30,The School for Good and Evil,The School for Good and Evil,2022,147,"Action,Comedy,Drama",Filmes Longos
Brazil,2022-10-30,Beyond the Universe,Depois do Universo,2022,126,"Comedy,Drama,Romance",Filmes Longos
Brazil,2022-10-30,The Chalk Line,Jaula,2022,106,"Horror,Mystery,Thriller",Filmes Longos
Brazil,2022-10-30,All Quiet on the Western Front,Im Westen nichts Neues,2022,148,"Action,Drama,War",Filmes Longos
Brazil,2022-10-30,Wild Is the Wind,Wild Is the Wind,2022,123,"Crime,Drama",Filmes Longos
Brazil,2022-10-30,Someone Borrowed,Esposa de Aluguel,2022,107,"Comedy,Romance",Filmes Longos
Brazil,2022-10-30,20th Century Girl,20segi sonyeo,2022,119,"Drama,Romance",Filmes Longos
Brazil,2022-10-30,Hellhole,Ostatnia wieczerza,2022,91,"Horror,Mystery",Filmes Médios
Brazil,2022-10-23,The School for Good and Evil,The School for Good and Evil,2022,147,"Action,Comedy,Drama",Filmes Longos
Brazil,2022-10-23,Someone Borrowed,Esposa de Aluguel,2022,107,"Comedy,Romance",Filmes Longos
Brazil,2022-10-23,The Stranger,The Stranger,2022,117,"Crime,Drama,Thriller",Filmes Longos
Brazil,2022-10-23,The Stranger,The Stranger,2022,,Drama,
Brazil,2022-10-23,The Stranger,The Stranger,2022,79,Horror,Filmes Médios
Brazil,2022-10-23,The Curse of Bridge Hollow,The Curse of Bridge Hollow,2022,89,"Adventure,Comedy,Family",Filmes Médios
Brazil,2022-10-23,Luckiest Girl Alive,Luckiest Girl Alive,2022,113,"Drama,Mystery,Thriller",Filmes Longos
Brazil,2022-10-23,Blackout,Blackout,2022,,"Drama,History,War",
Brazil,2022-10-23,Blackout,Blackout,2022,81,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-10-23,20th Century Girl,20segi sonyeo,2022,119,"Drama,Romance",Filmes Longos
Brazil,2022-10-16,Someone Borrowed,Esposa de Aluguel,2022,107,"Comedy,Romance",Filmes Longos
Brazil,2022-10-16,Luckiest Girl Alive,Luckiest Girl Alive,2022,113,"Drama,Mystery,Thriller",Filmes Longos
Brazil,2022-10-16,Blackout,Blackout,2022,,"Drama,History,War",
Brazil,2022-10-16,Blackout,Blackout,2022,81,"Action,Crime,Thriller",Filmes Médios
Brazil,2022-10-16,The Curse of Bridge Hollow,The Curse of Bridge Hollow,2022,89,"Adventure,Comedy,Family",Filmes Médios
Brazil,2022-10-16,Mr. Harrigan's Phone,Mr. Harrigan's Phone,2022,104,"Drama,Horror,Mystery",Filmes Longos
Brazil,2022-10-16,Togo,Togo,2022,92,"Crime,Drama,Thriller",Filmes Médios
Brazil,2022-10-09,Luckiest Girl Alive,Luckiest Girl Alive,2022,113,"Drama,Mystery,Thriller",Filmes Longos
Brazil,2022-10-09,Mr. Harrigan's Phone,Mr. Harrigan's Phone,2022,104,"Drama,Horror,Mystery",Filmes Longos
Brazil,2022-10-02,Lou,Lou,2022,56,Documentary,Filmes Médios
Brazil,2022-10-02,Lou,Lou,2022,107,"Action,Adventure,Crime",Filmes Longos
Brazil,2022-10-02,Blonde,Blonde,2022,167,"Drama,History",Filmes Muito Longos
Brazil,2022-10-02,Do Revenge,Do Revenge,2022,118,"Comedy,Romance,Thriller",Filmes Longos
